514	42810
98	165	39
2	388	22
116	245	48
302	304	43
156	163	9
6	205	30
29	43	39
222	457	16
99	502	40
292	490	46
316	427	20
128	382	2
285	510	40
107	185	18
344	345	5
357	376	32
255	368	19
110	346	19
60	242	34
82	301	20
79	89	46
314	455	23
94	471	20
345	371	7
260	391	1
11	65	44
154	298	9
60	267	46
312	514	27
47	170	8
471	472	12
24	434	5
48	283	16
367	408	3
62	480	25
398	415	14
64	197	8
121	138	48
432	514	39
5	431	20
111	364	30
338	362	31
53	120	16
136	435	46
364	504	22
169	359	23
180	438	34
117	336	42
72	294	21
220	320	9
33	321	27
19	429	1
164	293	20
149	268	3
317	381	17
119	351	35
21	275	50
57	334	22
250	497	38
7	417	25
31	441	33
131	298	13
77	148	24
180	398	29
88	375	6
54	391	31
211	392	7
260	500	13
275	296	41
18	208	13
315	407	6
62	514	26
276	333	20
295	405	27
12	357	10
31	390	3
96	346	34
6	83	22
151	331	18
166	345	44
379	426	35
50	158	26
396	439	28
13	257	4
98	270	48
58	224	41
204	504	1
84	407	23
233	424	9
240	414	15
458	467	6
15	48	3
13	164	49
13	184	4
139	274	24
447	513	18
119	276	31
223	498	10
258	398	39
101	178	7
216	302	20
41	378	39
290	404	24
118	278	50
181	440	36
5	312	9
45	305	49
312	441	15
161	396	11
364	509	14
122	410	16
301	497	28
23	167	42
119	127	11
457	458	6
18	206	30
9	76	21
27	61	39
104	361	40
180	487	19
15	159	39
128	430	38
113	268	26
89	143	46
322	328	20
100	196	22
396	429	27
463	486	42
128	401	39
266	511	48
179	221	28
49	246	46
463	488	35
182	342	35
201	507	46
329	413	36
57	470	21
94	157	26
185	340	45
112	290	27
195	460	14
357	391	21
64	395	6
373	427	21
99	209	25
33	390	40
170	385	15
19	89	15
256	430	34
48	92	20
162	189	30
8	276	5
446	486	5
405	475	15
69	377	32
279	378	31
13	213	38
277	408	21
77	365	39
86	100	21
62	199	46
278	414	14
94	332	7
20	96	23
3	300	46
8	61	27
182	422	17
184	374	3
443	447	15
214	449	1
299	311	3
333	434	43
226	414	10
378	427	20
20	473	40
361	380	35
59	134	34
48	269	40
146	323	18
39	436	14
404	512	41
296	411	36
318	378	2
176	396	7
4	116	19
120	416	18
67	214	47
51	83	37
72	497	27
34	272	32
342	501	10
280	316	32
212	430	24
18	274	35
25	410	41
158	481	1
28	454	45
288	374	45
261	377	3
358	486	8
112	301	31
105	332	10
9	213	26
158	508	17
294	333	28
102	268	25
332	364	34
4	23	38
417	438	21
71	288	45
253	415	22
106	179	19
33	182	12
190	196	2
317	433	30
19	388	43
92	445	7
64	85	4
356	498	19
98	250	26
115	354	5
103	200	2
408	451	10
362	499	7
120	378	47
114	382	44
350	387	26
217	274	7
335	379	33
25	269	44
104	343	33
149	261	23
174	502	25
100	218	15
70	339	43
162	186	45
20	82	15
383	474	18
106	165	45
143	362	7
74	212	36
155	219	19
34	352	26
145	458	13
128	387	16
448	488	26
364	386	46
60	433	26
293	504	10
180	505	3
37	213	20
36	59	18
91	186	44
294	393	47
446	477	47
128	514	16
166	474	46
135	279	38
129	254	10
35	287	47
296	353	30
255	501	42
17	98	31
331	495	26
221	338	2
89	367	26
362	473	9
165	494	26
479	488	19
114	253	14
217	218	7
45	119	38
21	83	30
164	241	9
96	325	46
332	406	31
455	479	39
73	202	28
344	500	50
410	445	19
4	259	5
370	434	9
184	196	30
346	441	41
94	134	12
22	480	25
217	239	5
3	276	15
117	288	36
89	485	28
239	314	46
219	481	39
193	364	32
388	453	5
1	69	14
407	437	8
321	373	26
333	471	44
210	404	5
112	288	35
450	488	34
76	263	25
469	497	4
94	144	12
183	219	4
323	402	6
423	452	26
34	74	34
273	318	17
93	384	22
102	249	2
77	154	21
22	465	28
110	200	44
21	479	33
204	322	45
221	457	35
317	425	14
98	159	42
345	441	33
8	476	23
35	434	33
122	138	41
98	399	6
176	217	14
24	310	9
121	306	23
438	484	6
41	123	35
49	435	26
332	413	44
137	496	18
274	490	31
377	500	12
43	452	1
317	360	48
264	362	13
25	364	18
192	497	16
70	294	14
145	448	41
100	324	3
227	310	49
183	213	49
79	447	5
16	176	50
400	423	26
143	469	44
268	316	1
4	79	29
310	438	50
122	287	5
70	224	34
40	91	39
24	388	33
105	380	18
228	355	25
111	320	35
232	407	20
294	432	2
153	454	50
183	497	4
428	429	2
140	375	44
323	471	48
105	276	24
269	455	47
255	461	20
73	173	1
254	436	9
143	413	50
78	130	4
305	399	21
10	279	44
409	465	45
70	482	26
182	324	36
9	423	7
192	374	14
100	348	33
3	195	16
255	396	1
92	493	7
399	419	50
296	354	43
188	472	14
244	353	2
332	442	46
215	504	31
156	397	35
258	432	38
7	468	49
11	69	6
249	352	37
138	139	41
2	513	36
144	512	34
55	491	28
252	346	49
3	481	36
90	478	3
83	382	38
212	284	28
398	496	10
396	434	27
69	315	34
275	504	37
216	492	31
71	455	3
193	234	40
222	476	11
11	257	8
112	469	13
68	86	18
345	448	14
76	86	45
77	411	15
356	495	42
58	487	43
37	251	44
309	357	5
425	491	31
288	462	24
53	451	37
226	400	17
61	510	34
302	379	26
341	432	14
185	321	15
361	447	30
117	459	15
309	379	1
302	383	24
161	351	18
288	310	21
278	459	22
20	148	49
346	408	5
305	430	46
30	371	20
194	279	3
108	415	22
160	371	22
228	392	38
17	213	30
58	292	36
164	482	31
109	218	46
66	96	22
5	326	50
338	429	26
92	386	3
224	442	5
116	179	26
55	220	5
62	87	10
52	257	19
226	477	49
206	239	10
346	373	17
304	456	20
164	227	10
159	471	36
23	126	42
109	472	47
190	498	6
121	458	31
271	437	5
2	26	8
138	215	26
58	329	49
249	250	47
146	170	9
417	512	11
58	438	19
76	447	18
56	484	48
284	499	38
396	472	17
242	294	45
167	213	17
157	375	18
155	313	2
251	452	37
299	491	24
163	164	10
241	511	27
185	431	12
46	201	38
222	432	36
360	384	32
46	359	46
275	299	7
154	170	3
200	392	3
302	415	34
215	288	25
28	231	40
16	218	8
48	76	40
445	458	40
316	345	49
190	514	18
251	482	49
316	378	33
259	488	49
350	397	24
100	156	23
92	262	50
17	201	14
190	216	9
77	119	1
201	269	11
173	484	11
178	266	18
215	417	19
80	215	27
461	479	16
89	259	45
15	100	25
99	472	3
404	480	40
379	467	38
302	337	7
121	166	17
27	278	4
43	461	11
119	183	31
114	403	2
93	174	45
136	168	44
109	288	31
324	482	15
80	320	38
249	513	41
3	426	17
193	409	12
338	487	16
241	481	33
40	87	40
139	201	5
223	440	30
262	384	1
431	478	10
150	308	37
84	372	21
77	393	16
135	326	22
271	449	1
99	242	8
59	456	39
291	453	16
31	244	37
44	457	40
230	361	29
61	494	11
41	426	42
309	425	41
121	149	49
83	159	16
357	483	33
13	110	50
99	163	45
13	441	39
84	207	31
151	323	17
503	513	6
104	421	35
295	471	50
48	127	44
18	406	18
53	197	3
110	316	45
17	353	20
263	379	4
84	319	10
52	440	37
7	149	46
99	328	8
239	287	17
277	359	21
277	469	6
252	431	3
44	128	13
216	336	1
95	437	6
93	289	9
469	481	29
84	511	26
172	473	45
463	473	48
56	343	43
106	506	25
239	288	16
78	400	38
97	262	6
349	435	40
492	493	1
29	337	14
333	396	1
225	495	5
5	466	8
370	371	48
237	465	50
49	382	32
256	337	6
392	419	33
221	383	1
201	351	41
116	482	30
326	341	31
28	481	32
298	455	46
51	436	2
114	293	19
162	347	16
336	499	43
305	339	9
1	343	30
127	262	36
131	152	35
402	423	37
248	486	47
248	417	11
193	408	31
173	234	28
403	498	8
175	262	34
122	511	48
117	363	29
233	461	50
398	498	12
72	213	20
150	348	7
261	363	35
144	502	36
106	277	2
4	37	49
77	382	48
162	190	20
110	259	39
254	292	7
143	399	35
136	251	6
8	372	46
77	90	41
25	51	14
106	218	3
181	279	17
431	460	22
205	300	46
204	391	3
10	342	5
54	148	34
235	473	16
85	280	24
382	469	42
30	200	21
123	288	2
204	264	46
306	377	36
35	387	21
13	132	4
85	114	25
48	335	6
171	333	46
26	257	16
110	146	27
195	267	35
15	67	49
314	350	5
251	340	19
147	307	12
175	195	4
97	455	11
138	160	35
62	242	27
105	369	29
278	423	45
373	433	28
52	372	17
102	122	38
27	438	29
230	437	20
500	514	31
170	397	40
245	508	43
257	514	12
434	499	33
15	216	44
23	265	33
326	337	27
109	162	11
241	486	8
169	296	25
177	384	29
241	485	47
349	350	2
400	459	45
96	368	35
96	379	12
6	178	50
377	484	24
151	280	45
224	337	18
286	496	39
170	323	27
21	79	8
63	476	6
118	490	1
140	246	21
223	388	33
75	477	14
111	478	48
107	411	10
71	131	33
335	452	28
41	291	27
275	290	2
72	73	29
114	499	12
436	437	35
58	140	26
25	264	20
238	245	14
53	246	28
377	465	49
294	450	26
177	230	41
286	291	35
123	190	11
346	348	29
265	393	4
397	420	43
340	414	45
24	453	46
77	469	41
27	487	19
343	399	8
71	86	33
89	276	10
144	249	18
61	383	50
19	393	21
81	497	21
456	495	9
323	463	19
49	292	47
297	397	47
43	418	27
126	403	13
341	411	50
257	448	46
106	297	19
42	371	4
174	479	48
30	31	27
67	484	8
431	495	47
67	482	46
257	419	14
198	401	21
306	332	46
187	278	23
228	249	41
310	342	35
201	505	48
239	481	44
59	316	47
120	318	8
83	406	26
195	432	30
110	289	12
179	444	20
196	348	3
168	484	32
83	446	35
208	221	24
136	211	38
74	109	6
216	411	28
303	494	17
339	452	15
12	100	30
23	101	18
394	446	23
303	498	20
138	371	37
243	325	45
142	289	18
117	161	9
486	505	17
132	306	2
119	225	23
27	70	3
71	404	3
276	369	12
269	340	42
42	476	25
37	156	11
4	143	39
156	441	28
124	222	10
73	449	12
6	144	1
13	402	42
402	439	32
243	416	14
160	257	25
15	106	14
338	513	19
18	83	33
158	374	27
8	430	48
2	252	36
409	490	22
395	475	42
40	300	25
107	452	46
77	427	4
353	370	4
393	456	33
102	357	8
205	295	42
34	297	13
91	421	21
58	118	39
21	470	4
144	425	45
4	371	48
61	496	24
346	490	40
219	447	39
243	471	23
16	423	28
227	403	44
91	331	4
296	319	20
223	346	12
159	227	3
222	353	21
9	368	47
8	387	39
297	427	39
73	421	49
42	175	7
51	481	40
142	367	10
70	351	26
357	501	16
171	214	25
116	423	25
400	461	43
314	496	24
385	386	46
105	442	4
143	205	4
160	208	6
3	218	31
245	510	24
395	404	16
334	492	4
381	403	3
71	103	7
214	349	9
40	370	38
72	357	29
120	129	39
34	65	13
296	382	6
177	213	16
227	262	17
313	315	36
105	392	11
74	206	45
373	388	12
400	498	5
309	363	35
55	457	30
260	442	10
181	309	8
422	423	50
186	345	16
82	345	14
425	457	8
162	236	33
481	484	10
57	429	33
78	214	37
175	452	28
43	476	2
319	461	48
76	456	17
107	174	3
192	290	49
8	416	1
243	464	1
307	425	6
96	433	2
80	180	28
208	491	10
489	514	34
189	423	17
282	334	20
84	323	31
123	355	11
166	241	22
290	499	14
152	330	25
160	407	28
66	442	26
37	254	14
211	248	5
154	185	37
372	413	25
260	495	37
77	292	10
76	323	21
157	301	33
18	374	2
72	175	31
288	291	10
408	512	27
357	385	49
55	345	24
17	419	23
20	294	22
122	323	37
45	503	15
14	167	37
315	470	1
325	424	18
138	321	32
275	388	32
25	178	45
365	468	41
155	436	22
12	220	16
86	284	4
308	335	46
159	185	33
35	350	21
65	68	34
218	383	10
160	231	34
6	386	4
106	131	18
49	75	12
364	484	46
78	226	15
67	504	3
93	184	26
286	307	35
181	409	37
295	432	44
176	337	2
2	239	24
157	206	24
165	418	48
82	119	35
127	466	21
10	441	18
12	363	28
410	414	5
11	248	5
14	192	23
352	446	4
23	47	29
106	481	18
344	363	45
106	392	12
288	408	44
40	49	38
38	81	19
303	427	32
197	438	8
93	402	1
420	441	1
373	514	31
297	449	41
220	488	47
166	475	4
99	507	11
21	302	23
13	483	30
67	332	8
74	100	11
84	173	50
253	304	35
309	333	47
455	498	28
238	306	34
133	146	40
123	369	1
102	478	15
242	272	20
72	364	43
67	422	13
149	292	26
201	231	21
94	212	43
139	341	10
49	329	4
379	440	23
211	493	14
33	346	34
288	395	2
376	380	26
51	159	11
63	313	39
290	391	9
173	418	40
269	356	8
245	370	6
69	259	12
268	287	50
225	503	11
254	455	21
64	445	40
174	258	2
6	79	35
84	502	41
37	211	16
453	474	6
306	307	23
150	288	43
319	479	24
63	426	48
140	184	33
10	431	1
255	489	23
171	202	27
96	180	47
277	312	7
129	162	42
171	460	8
5	66	45
332	353	40
31	75	34
365	433	43
300	437	43
29	500	48
231	269	3
21	211	5
6	474	50
262	266	23
62	383	41
47	145	24
250	289	24
1	13	42
74	130	5
471	487	38
59	293	5
388	448	39
321	501	45
369	422	10
149	414	2
237	304	4
182	228	37
13	407	29
345	416	30
37	245	37
98	274	28
319	345	29
90	338	5
192	476	36
42	361	48
204	312	30
16	71	49
209	296	47
78	281	41
174	243	21
385	488	34
111	405	5
18	237	27
209	292	19
195	350	50
311	437	15
328	499	29
211	497	18
312	316	38
3	5	12
6	131	50
243	298	44
97	257	14
111	398	34
395	492	25
102	337	50
51	143	1
378	467	26
159	329	33
92	214	42
45	225	42
134	188	42
102	124	26
52	424	10
320	416	32
52	245	3
313	345	3
98	408	43
276	482	18
76	441	35
18	199	37
63	482	32
95	276	22
137	270	10
391	423	4
339	426	20
400	472	23
155	489	22
387	499	48
287	344	5
33	260	34
66	462	3
72	421	13
62	454	20
34	93	35
73	131	28
144	204	50
394	451	24
65	483	1
82	475	23
207	397	47
154	426	42
447	487	13
49	404	22
88	403	1
88	480	32
253	397	20
40	442	13
358	475	25
55	56	26
88	448	45
405	473	34
483	498	12
239	337	1
114	440	41
68	414	45
219	395	16
74	426	6
233	349	8
114	269	37
107	457	42
28	363	45
175	424	48
117	227	41
2	56	31
143	486	24
100	135	20
30	241	10
17	69	24
353	493	40
23	431	45
67	360	39
320	376	25
90	216	50
219	282	4
217	417	41
318	455	39
278	457	41
432	481	33
60	74	20
22	238	23
270	379	12
15	442	5
3	151	7
386	423	34
15	503	7
97	127	42
83	364	36
50	252	37
155	357	32
59	196	13
245	486	13
75	89	22
82	300	12
1	183	11
51	233	15
171	344	32
81	128	38
100	147	6
190	283	8
222	443	40
365	488	36
103	499	11
84	217	6
288	308	50
178	374	47
347	358	31
72	434	21
235	493	18
33	509	26
187	499	36
306	409	31
207	491	32
374	407	22
50	175	27
302	434	38
48	489	29
214	392	46
150	396	3
245	336	48
221	230	38
23	90	24
14	324	12
172	265	25
334	415	34
241	308	13
239	293	4
82	465	29
290	296	39
70	213	27
425	512	37
6	322	22
250	508	46
447	491	38
415	501	44
23	495	14
39	155	30
55	226	41
254	305	43
112	421	34
284	485	1
254	312	41
1	502	33
106	142	45
149	420	50
326	442	47
328	504	23
215	291	42
192	284	23
282	490	25
287	343	36
223	259	23
37	237	23
329	422	19
77	460	9
343	421	16
147	467	45
6	261	37
153	294	9
411	432	47
58	204	17
180	257	42
37	407	24
117	468	20
24	500	19
334	388	27
407	411	24
67	334	16
99	503	9
30	57	23
4	117	1
318	407	2
294	343	1
152	352	46
6	103	9
227	493	45
99	119	30
49	101	6
204	496	41
42	74	34
271	495	43
108	308	9
374	403	49
129	316	42
160	488	39
121	399	34
82	259	39
37	270	23
153	329	6
1	298	41
258	269	14
19	285	9
321	344	1
168	386	14
269	476	7
161	448	6
230	442	12
151	388	8
128	498	49
16	486	48
159	486	3
342	410	13
144	328	5
316	460	6
146	447	3
123	248	21
276	497	27
166	346	35
148	450	12
48	133	36
275	458	6
403	452	10
88	504	22
175	482	39
296	457	34
60	253	36
128	482	9
125	387	14
142	331	45
47	495	14
23	364	25
328	469	14
287	327	9
312	361	2
173	406	45
306	407	13
185	291	6
183	418	10
30	328	30
14	226	25
62	184	17
36	459	25
72	349	25
13	220	11
168	299	5
458	485	32
220	336	47
37	397	35
20	40	14
152	370	44
305	460	6
87	155	46
65	336	7
374	405	11
3	47	16
73	448	15
35	443	23
128	326	11
84	435	7
162	484	45
113	491	8
179	307	21
57	72	46
225	267	14
76	189	46
351	414	28
384	471	34
29	388	17
52	390	20
6	453	25
66	176	2
187	472	46
40	298	26
372	432	32
306	329	4
180	331	24
77	264	42
172	399	9
276	389	18
180	220	36
177	204	36
296	462	40
192	423	6
36	380	41
367	393	7
403	513	24
30	438	30
29	239	21
305	306	49
17	285	47
27	39	45
237	329	33
215	239	50
68	194	19
42	156	19
16	244	4
88	315	44
272	276	45
17	398	1
83	335	7
60	415	4
275	350	31
15	152	3
206	383	16
164	347	40
37	354	35
76	167	17
241	350	17
85	339	41
139	215	31
159	429	27
122	137	25
88	235	2
90	497	43
294	410	41
152	334	43
94	368	15
302	502	37
6	240	42
362	388	29
66	399	32
57	202	16
84	488	11
119	151	19
421	454	45
259	293	25
104	294	16
47	231	18
351	400	34
86	451	36
346	384	30
195	299	32
63	233	20
40	114	21
301	389	10
43	379	20
95	423	5
340	435	1
96	403	31
67	108	16
228	497	26
287	362	23
87	113	10
85	484	27
210	253	3
134	285	3
29	270	37
471	494	48
15	68	49
423	468	32
315	413	37
313	463	5
163	216	23
82	382	3
501	502	29
229	483	12
175	402	15
142	323	23
211	311	42
89	163	12
274	370	4
292	442	8
413	488	10
125	340	38
119	419	8
109	319	7
133	447	13
155	204	23
260	489	22
323	411	9
351	460	12
350	398	19
104	316	12
30	270	11
84	418	11
48	228	36
81	215	18
130	242	19
63	271	38
249	299	31
330	371	19
112	315	9
86	481	42
266	353	2
236	257	45
255	513	17
65	277	50
87	507	46
27	89	40
408	450	23
2	371	47
32	444	11
60	481	41
102	324	49
358	446	45
187	292	26
341	467	47
220	333	39
65	214	31
126	370	31
154	285	44
204	410	7
261	450	20
117	506	18
40	459	49
121	299	14
53	408	15
440	508	25
171	277	32
243	440	23
3	24	42
373	499	28
258	378	47
282	437	2
34	335	15
30	155	8
279	296	26
23	93	35
313	368	24
10	119	42
103	272	14
287	386	13
270	273	24
192	349	36
445	450	49
295	467	18
211	433	7
191	381	30
147	198	48
370	499	35
104	105	26
214	278	10
327	352	2
318	505	36
3	100	29
298	418	23
248	441	17
77	233	49
13	436	42
207	254	10
116	504	21
489	509	41
19	299	32
137	159	7
396	498	22
26	194	49
116	298	9
367	507	4
162	212	8
111	292	23
113	420	46
168	497	44
241	435	32
284	450	9
246	486	35
247	453	44
60	341	16
176	374	20
98	441	6
208	397	9
76	288	48
94	227	1
315	500	20
64	65	39
251	260	5
197	286	23
303	304	12
283	362	3
100	468	11
153	500	22
206	255	4
348	371	44
81	108	42
56	131	36
198	409	38
82	231	8
46	505	8
107	241	20
58	285	19
275	364	25
424	475	22
274	482	6
347	499	2
60	77	25
220	294	43
257	433	13
167	399	17
316	451	30
138	473	7
19	21	23
263	473	20
7	145	17
294	449	12
382	404	46
50	116	3
183	463	15
14	399	9
277	505	38
71	93	35
100	173	29
214	507	13
103	136	21
228	290	39
159	489	23
122	420	35
212	265	12
19	31	46
288	449	32
241	282	16
176	408	7
89	327	37
198	252	50
376	413	31
31	280	29
229	240	35
59	460	28
30	268	12
416	448	48
31	385	9
1	158	26
70	233	29
25	385	9
315	387	13
229	405	28
344	397	20
369	513	11
392	394	41
34	79	47
77	438	30
37	274	39
77	182	46
389	443	39
116	357	2
240	341	42
371	432	28
184	454	12
90	426	43
192	463	36
4	290	13
31	279	2
143	223	6
425	502	26
170	504	44
126	233	15
23	289	8
129	442	1
385	424	26
178	462	23
14	284	1
237	352	36
237	398	17
124	263	1
23	460	38
46	170	25
26	464	32
17	107	40
17	499	47
33	48	38
364	478	30
36	248	10
234	359	12
88	322	25
47	169	12
61	155	42
176	271	3
9	483	5
170	497	20
46	142	4
438	508	42
289	459	15
119	511	18
301	339	29
79	378	41
307	461	9
410	455	1
404	444	35
244	379	43
12	61	26
210	293	25
305	393	26
18	256	27
75	409	4
376	514	23
9	408	40
129	461	41
218	420	5
175	375	33
360	401	2
146	318	13
250	451	18
168	512	47
203	260	20
195	439	15
230	319	34
17	182	25
122	321	41
106	282	12
162	387	2
152	216	13
439	508	39
318	404	24
66	457	30
62	390	33
29	508	23
364	477	49
39	321	19
304	310	49
105	335	13
150	501	7
129	211	16
41	376	13
254	343	3
27	463	49
310	471	27
60	276	12
76	126	19
53	132	15
97	155	32
14	132	9
39	399	5
18	133	32
59	126	42
93	397	11
92	249	14
132	502	3
263	342	8
442	456	33
256	429	25
54	288	9
145	149	47
270	461	26
103	338	48
220	272	26
207	428	48
88	119	23
69	381	14
487	500	48
1	135	13
32	285	1
120	181	16
106	401	43
67	458	14
52	104	36
317	405	14
56	119	12
37	381	29
39	236	9
205	268	12
239	353	6
153	330	21
53	252	45
317	450	14
99	213	22
465	475	20
19	69	48
57	235	50
42	322	43
35	319	47
99	202	27
423	474	39
6	390	48
373	509	45
4	223	30
5	347	14
447	514	49
305	501	43
169	284	38
174	188	22
147	189	17
263	460	10
60	307	44
189	314	36
217	435	16
346	440	27
18	185	41
218	474	21
79	113	2
93	129	47
342	393	22
123	316	29
106	446	23
44	185	32
276	277	29
252	266	38
58	241	29
56	479	45
303	397	9
10	205	22
181	282	5
96	479	12
152	322	49
194	498	28
84	336	42
137	479	37
219	318	8
132	304	30
146	159	41
354	374	1
353	374	45
42	434	18
12	75	8
82	321	27
78	171	45
134	440	23
105	220	22
124	487	12
64	66	4
101	448	35
109	427	29
337	456	48
59	73	19
86	134	18
19	489	50
87	342	37
203	298	14
55	225	19
79	209	49
147	348	5
368	401	39
74	427	26
364	405	11
421	464	14
241	509	12
209	364	13
216	329	13
59	294	4
163	506	47
36	211	45
49	90	12
25	485	36
283	299	39
232	439	24
166	437	33
209	250	46
27	285	1
33	471	26
208	439	3
357	472	10
22	121	36
225	269	36
9	362	21
399	464	37
183	292	41
262	367	49
105	245	17
437	463	47
340	490	13
217	250	36
111	514	34
103	343	13
148	410	1
487	508	21
136	142	48
164	496	28
171	293	23
112	418	28
258	299	11
38	104	45
308	476	1
91	270	32
102	333	3
61	198	4
183	399	8
276	481	30
270	304	48
57	105	9
215	358	17
126	319	50
48	313	30
106	298	41
270	345	49
396	491	4
70	95	34
95	223	28
67	312	33
411	442	41
250	476	47
22	406	46
11	206	27
50	372	25
329	332	6
170	491	37
18	345	6
156	399	40
196	282	16
263	508	4
245	500	45
238	284	14
359	408	4
168	354	30
448	508	6
305	378	38
58	131	22
471	475	25
376	441	47
148	473	13
147	352	23
278	366	36
131	375	29
268	476	31
19	373	34
190	279	40
157	502	33
21	39	38
1	78	46
197	498	33
73	375	12
23	499	18
11	461	26
130	407	1
115	196	23
280	382	18
163	505	9
212	335	9
293	382	22
224	392	8
381	512	33
224	331	25
44	391	50
259	356	28
19	421	47
57	97	47
116	493	10
170	495	49
157	508	44
47	476	6
97	180	29
40	318	7
338	458	13
31	171	16
269	286	7
246	384	37
115	129	16
193	496	19
285	475	14
80	312	39
207	382	38
99	273	35
64	493	2
64	93	14
52	474	19
66	412	37
168	327	10
355	390	47
146	215	12
154	398	30
261	351	18
46	47	2
23	387	49
72	505	50
65	491	10
312	351	38
120	252	7
203	512	3
116	379	28
153	410	37
184	265	44
48	382	17
90	501	24
97	512	34
253	479	33
422	446	6
138	266	17
153	323	49
254	473	39
355	407	30
309	426	4
106	337	31
450	496	49
236	415	20
151	364	3
306	355	3
146	259	34
35	471	30
268	300	18
239	246	34
