1000 83030
7 202 14
7 959 46
7 210 3
7 477 26
7 168 15
7 549 2
7 320 19
7 104 47
7 97 33
7 665 19
7 194 30
7 769 19
7 199 38
7 420 2
7 402 41
7 116 11
7 495 26
7 382 4
7 949 48
7 874 44
7 162 48
7 770 33
7 821 4
7 811 45
7 601 8
7 361 8
7 425 4
7 431 31
7 837 42
7 459 13
7 964 19
7 556 18
7 599 32
7 508 6
7 57 37
7 796 9
7 190 46
7 597 16
7 483 18
7 140 43
7 663 7
7 460 18
7 861 5
7 525 29
7 669 41
7 873 22
7 342 35
7 940 24
7 277 42
7 524 41
7 134 19
7 429 50
7 292 13
7 551 50
7 986 36
7 324 12
7 16 44
7 798 45
7 471 25
7 715 10
7 911 5
7 944 13
7 775 48
7 982 19
7 613 31
7 593 29
7 450 50
7 856 41
7 304 41
7 58 31
7 533 13
7 14 48
7 393 16
7 444 33
7 518 18
7 529 38
7 827 6
7 77 47
7 405 10
8 867 41
8 850 22
8 630 38
8 921 35
8 504 36
8 464 27
8 232 19
8 993 38
8 527 40
8 219 43
8 53 19
8 249 38
8 50 13
8 518 33
8 883 43
8 388 33
8 644 15
8 881 16
8 953 12
8 673 8
8 520 4
8 656 46
8 571 24
8 975 7
8 575 38
8 509 37
8 690 14
8 947 20
8 492 32
8 641 40
8 530 42
8 410 45
8 416 41
8 311 4
8 574 8
8 873 13
8 617 13
8 224 18
8 830 7
8 403 8
8 74 12
8 283 40
8 261 11
8 57 41
8 998 28
8 908 29
8 657 19
8 788 3
8 994 23
8 264 36
8 144 28
8 490 25
8 603 37
8 87 49
8 262 2
8 475 10
8 342 30
8 537 10
8 559 45
8 694 31
8 417 48
8 454 28
8 338 48
8 926 17
8 987 31
8 681 35
8 979 14
8 533 25
8 659 49
8 552 5
8 813 14
8 317 45
8 18 13
8 684 23
8 711 9
8 73 35
8 737 30
8 377 14
8 502 48
8 869 47
8 59 16
8 635 13
8 753 40
8 49 25
8 561 30
8 457 1
8 720 33
8 703 39
8 110 41
8 924 10
8 554 15
8 731 50
8 207 13
8 415 35
9 80 17
9 446 10
9 62 9
9 360 22
9 132 21
9 79 36
9 864 34
9 902 49
9 954 35
9 244 19
9 934 37
9 173 31
9 243 43
9 81 43
9 859 44
9 964 30
9 445 42
9 433 14
9 651 23
9 655 7
9 96 25
9 697 16
9 713 35
9 797 36
9 69 34
9 686 22
9 239 20
9 16 29
9 155 24
9 596 22
9 870 47
9 826 37
9 480 47
9 769 24
9 903 50
9 909 23
9 635 1
9 476 13
9 345 1
9 190 4
9 637 28
9 882 46
9 102 14
9 661 9
9 967 16
9 207 47
9 196 3
9 335 36
9 722 39
9 339 22
9 199 29
9 174 42
9 921 26
9 677 40
9 688 46
9 187 17
9 760 21
9 899 17
9 147 31
9 211 49
9 20 37
9 576 32
9 369 45
9 871 1
9 674 9
9 710 9
9 793 34
9 647 29
9 693 7
9 398 50
9 611 44
9 188 13
9 111 35
9 68 48
9 416 28
9 39 15
9 751 25
9 741 27
9 748 20
9 181 48
9 928 40
9 796 46
9 653 23
9 263 48
9 432 3
9 833 34
9 486 34
9 308 5
9 656 46
9 738 39
9 496 46
9 245 21
10 733 32
10 318 30
10 485 49
10 715 43
10 616 23
10 957 21
10 266 46
10 638 12
10 87 3
10 794 48
10 965 45
10 1000 39
10 508 30
10 538 42
10 315 13
10 368 49
10 413 19
10 969 23
10 866 20
10 799 5
10 724 46
10 402 18
10 812 21
10 435 8
10 383 8
10 433 16
10 923 15
10 153 7
10 707 25
10 72 40
10 481 1
10 945 36
10 241 12
10 399 47
10 787 33
10 568 17
10 744 13
10 322 21
10 465 24
10 591 48
10 480 47
10 716 22
10 67 23
10 21 50
10 394 41
10 246 31
10 467 21
10 20 17
10 378 17
10 519 15
10 367 16
10 507 39
10 116 8
10 649 44
10 231 30
10 31 27
10 721 21
10 185 8
10 630 16
10 852 22
10 894 17
10 344 2
10 242 34
10 899 41
10 401 50
10 831 46
10 56 20
10 90 30
10 85 15
10 230 43
10 588 11
10 998 2
10 244 36
10 338 2
10 825 3
10 417 4
10 761 28
10 127 10
10 170 32
10 45 22
10 118 9
10 691 26
10 655 37
10 346 18
10 328 42
10 397 4
10 470 3
10 966 10
10 779 11
10 115 50
10 15 11
10 613 31
10 311 42
10 463 29
11 887 44
11 306 44
11 956 11
11 303 18
11 182 8
11 164 50
11 77 29
11 415 14
11 637 10
11 699 34
11 998 18
11 679 43
11 713 15
11 554 24
11 931 35
11 774 10
11 821 8
11 534 33
11 291 16
11 558 15
11 518 40
11 314 38
11 608 19
11 378 33
11 963 23
11 177 5
11 493 50
11 752 2
11 871 1
11 108 17
11 779 32
11 974 1
11 555 36
11 424 11
11 334 32
11 406 41
11 647 26
11 87 37
11 475 39
11 461 39
11 417 33
11 545 50
11 568 49
11 740 2
11 159 4
11 310 44
11 296 26
11 864 1
11 946 36
11 69 42
11 954 8
11 395 12
11 188 33
11 115 45
11 308 17
11 329 25
11 458 16
11 381 48
11 233 35
11 80 37
11 484 5
11 400 45
11 748 46
11 642 9
11 985 20
11 219 12
11 678 37
11 62 50
11 489 26
11 28 25
11 801 3
11 120 49
11 320 36
11 206 5
11 521 42
11 532 48
11 264 26
11 388 48
11 673 38
11 858 31
11 421 1
11 928 15
11 277 8
11 399 7
11 383 35
11 236 19
11 714 18
11 763 22
11 367 38
11 614 3
11 294 8
11 654 39
11 467 40
11 874 35
11 867 38
11 185 41
12 788 15
12 604 29
12 897 43
12 943 35
12 357 10
12 478 2
12 676 16
12 520 2
12 643 26
12 421 39
12 689 26
12 265 43
12 830 27
12 465 12
12 944 47
12 545 9
12 418 34
12 990 24
12 148 37
12 645 1
12 726 31
12 476 43
12 796 20
12 152 24
12 264 20
12 119 15
12 146 47
12 697 26
12 963 18
12 741 40
12 577 41
12 543 24
12 155 21
12 166 44
12 485 11
12 132 19
12 685 21
12 680 6
12 496 16
12 252 27
12 494 33
12 727 11
12 495 33
12 367 14
12 402 37
12 620 9
12 862 41
12 794 44
12 682 24
12 968 8
12 921 14
12 318 45
12 931 40
12 343 29
12 965 24
12 644 1
12 550 31
12 446 37
12 469 22
12 122 32
12 63 23
12 684 38
12 614 11
12 737 25
12 100 45
12 293 50
12 364 40
12 756 5
12 439 28
12 829 3
12 951 16
12 781 6
12 83 6
12 47 49
12 849 28
12 355 17
12 206 50
12 191 12
12 284 15
12 618 17
12 112 46
12 354 15
12 224 43
12 666 12
12 776 2
12 513 1
12 852 1
12 911 2
12 350 16
12 713 27
12 747 8
12 275 49
12 605 8
12 320 48
13 640 26
13 587 50
13 405 38
13 300 27
13 287 39
13 31 19
13 349 50
13 563 28
13 322 47
13 813 33
13 70 41
13 500 40
13 392 27
13 871 31
13 176 35
13 340 37
13 382 22
13 906 11
13 704 41
13 312 49
13 169 45
13 508 38
13 740 20
13 499 44
13 760 42
13 208 32
13 762 16
13 647 41
13 26 28
13 588 23
13 217 8
13 358 44
13 919 39
13 580 6
13 407 18
13 832 5
13 988 5
13 189 40
13 825 49
13 806 41
13 517 34
13 477 45
13 664 45
13 397 44
13 299 16
13 734 26
13 378 34
13 613 34
13 492 48
13 548 5
13 546 31
13 493 25
13 845 21
13 898 49
13 531 20
13 416 9
13 186 27
13 447 24
13 222 33
13 504 45
13 741 47
13 559 35
13 850 11
13 484 47
13 650 37
13 411 23
13 51 20
13 974 20
13 768 25
13 566 7
13 595 49
13 778 11
13 71 14
13 303 33
13 239 50
13 111 8
13 929 3
13 985 29
13 694 28
13 30 49
13 348 42
13 631 12
13 890 2
13 901 19
13 132 18
13 361 1
13 657 43
13 102 26
13 307 2
13 293 22
13 882 32
13 363 49
13 331 39
13 117 42
13 268 23
13 815 36
13 451 6
13 574 29
14 430 6
14 877 39
14 330 36
14 653 42
14 571 23
14 157 29
14 305 4
14 141 10
14 761 32
14 747 37
14 47 49
14 190 49
14 538 16
14 805 26
14 212 24
14 815 46
14 312 24
14 290 13
14 570 21
14 522 36
14 710 17
14 924 21
14 826 12
14 716 26
14 285 19
14 40 10
14 90 50
14 171 20
14 759 17
14 900 10
14 834 38
14 389 35
14 801 8
14 406 31
14 756 27
14 77 49
14 791 8
14 438 14
14 884 38
14 532 29
14 739 26
14 130 46
14 267 3
14 196 44
14 790 9
14 961 36
14 252 28
14 616 40
14 730 28
14 54 28
14 806 32
14 869 43
14 988 16
14 97 43
14 630 15
14 539 12
14 125 33
14 1000 6
14 803 40
14 405 46
14 611 18
14 905 2
14 213 3
14 362 22
14 42 22
14 354 46
14 514 13
14 754 4
14 356 4
14 857 47
14 631 23
14 914 37
14 810 12
14 483 6
14 823 4
14 610 8
14 811 24
14 274 49
14 215 18
14 109 46
14 207 5
14 320 37
14 980 10
14 229 29
14 431 35
14 725 6
14 159 30
14 87 27
14 517 3
14 273 15
14 530 37
14 497 49
14 106 6
14 931 38
14 880 41
14 300 9
15 751 45
15 53 27
15 174 37
15 260 40
15 59 15
15 34 12
15 219 42
15 552 30
15 382 18
15 785 10
15 480 15
15 404 34
15 346 29
15 565 7
15 682 6
15 651 47
15 401 27
15 691 18
15 963 33
15 485 29
15 143 26
15 540 21
15 747 42
15 668 3
15 347 19
15 26 42
15 479 22
15 738 8
15 574 40
15 703 43
15 505 40
15 387 18
15 52 3
15 273 7
15 156 47
15 290 48
15 287 21
15 332 3
15 717 41
15 760 34
15 990 39
15 23 30
15 749 19
15 191 45
15 337 47
15 889 42
15 286 2
15 547 2
15 689 27
15 435 1
15 486 5
15 549 48
15 510 37
15 331 10
15 460 20
15 860 38
15 589 1
15 142 15
15 588 13
15 86 40
15 978 30
15 769 25
15 652 40
15 677 9
15 66 30
15 857 2
15 489 4
15 147 39
15 152 24
15 792 2
15 244 43
15 660 39
15 153 41
15 178 30
15 767 46
15 519 36
15 426 45
15 571 50
15 797 1
15 56 13
15 170 20
15 883 2
15 35 26
15 102 46
15 916 23
15 949 11
15 608 50
15 441 40
15 268 19
15 570 42
15 796 12
15 756 37
15 558 30
15 472 40
15 351 2
15 739 20
16 938 1
16 792 9
16 428 16
16 255 29
16 277 47
16 79 13
16 724 27
16 854 33
16 246 8
16 821 48
16 399 38
16 281 27
16 607 26
16 285 16
16 776 12
16 572 25
16 655 42
16 526 33
16 653 4
16 496 23
16 817 12
16 967 37
16 361 23
16 713 27
16 541 39
16 159 27
16 815 16
16 434 5
16 387 50
16 701 24
16 831 38
16 837 39
16 778 43
16 867 26
16 254 46
16 459 11
16 634 38
16 532 35
16 346 37
16 267 39
16 19 34
16 72 30
16 617 18
16 489 41
16 880 27
16 627 14
16 449 23
16 219 18
16 742 30
16 879 47
16 858 30
16 669 31
16 88 43
16 846 36
16 637 19
16 43 30
16 463 17
16 862 43
16 641 28
16 966 28
16 410 43
16 726 14
16 825 22
16 570 18
16 835 49
16 193 45
16 393 49
16 510 26
16 777 7
16 557 29
16 236 17
16 749 25
16 543 7
16 806 29
16 975 1
16 577 10
16 566 40
16 431 1
16 271 21
16 407 25
16 834 2
16 647 33
16 912 45
16 351 43
16 575 44
16 871 41
16 931 31
16 754 19
16 539 25
16 799 44
16 540 49
16 354 35
16 598 23
16 757 24
16 63 25
17 162 10
17 422 14
17 243 50
17 228 38
17 263 49
17 148 38
17 758 16
17 938 19
17 378 22
17 782 50
17 723 11
17 665 23
17 305 41
17 741 47
17 969 39
17 777 33
17 843 32
17 626 22
17 522 9
17 216 4
17 194 27
17 680 30
17 393 39
17 428 32
17 970 39
17 788 19
17 339 26
17 131 9
17 322 45
17 22 28
17 932 32
17 569 17
17 594 33
17 257 35
17 409 6
17 442 42
17 351 25
17 609 6
17 565 40
17 877 37
17 977 30
17 652 30
17 400 1
17 396 36
17 534 24
17 120 39
17 364 50
17 203 36
17 592 41
17 499 28
17 340 49
17 363 34
17 466 37
17 137 38
17 778 7
17 80 13
17 527 1
17 142 23
17 923 48
17 946 50
17 359 22
17 198 3
17 401 33
17 738 5
17 713 34
17 644 48
17 171 37
17 274 33
17 711 23
17 554 28
17 376 12
17 827 36
17 765 41
17 794 43
17 133 33
17 48 34
17 200 28
17 985 27
17 980 49
17 52 26
17 535 43
17 84 31
17 222 25
17 902 25
17 170 19
17 974 47
17 454 48
17 588 9
17 745 13
17 706 16
17 70 38
17 444 18
17 757 31
17 197 20
18 869 48
18 645 43
18 933 32
18 42 4
18 421 30
18 714 12
18 902 24
18 504 31
18 301 50
18 640 7
18 449 6
18 29 45
18 215 42
18 253 18
18 275 17
18 151 36
18 24 45
18 31 21
18 58 35
18 365 27
18 191 11
18 999 43
18 608 18
18 540 14
18 502 48
18 948 23
18 701 33
18 116 49
18 471 28
18 123 28
18 612 21
18 218 36
18 132 44
18 633 26
18 894 35
18 432 23
18 317 42
18 564 24
18 463 25
18 570 8
18 752 19
18 792 33
18 818 39
18 553 15
18 530 4
18 772 7
18 81 39
18 918 15
18 873 37
18 743 15
18 875 34
18 808 19
18 573 20
18 624 50
18 924 35
18 800 13
18 675 18
18 771 43
18 230 2
18 763 13
18 560 3
18 103 47
18 961 44
18 891 42
18 68 10
18 36 33
18 925 26
18 686 34
18 990 34
18 939 9
18 922 26
18 40 35
18 627 32
18 974 1
18 217 14
18 57 26
18 976 5
18 430 49
18 27 14
18 187 21
18 347 33
18 130 39
18 630 33
18 20 14
18 182 7
18 906 32
18 685 9
18 843 2
18 778 1
18 478 20
18 465 18
18 440 11
18 910 44
18 326 27
18 663 15
18 696 8
18 259 9
18 379 19
19 600 48
19 217 11
19 566 32
19 403 33
19 318 47
19 374 22
19 666 41
19 679 18
19 151 40
19 298 32
19 861 3
19 978 11
19 844 34
19 828 40
19 146 29
19 839 32
19 686 6
19 490 20
19 960 21
19 716 27
19 558 30
19 539 15
19 829 9
19 722 26
19 60 20
19 159 20
19 192 15
19 451 20
19 568 41
19 689 39
19 393 42
19 924 8
19 34 12
19 89 43
19 259 31
19 972 11
19 182 32
19 690 5
19 438 20
19 907 22
19 902 11
19 376 18
19 818 6
19 739 2
19 873 26
19 21 38
19 170 6
19 797 3
19 622 42
19 467 26
19 556 50
19 533 26
19 827 19
19 987 13
19 415 22
19 274 42
19 111 11
19 602 28
19 448 50
19 501 46
19 218 4
19 398 15
19 411 21
19 78 3
19 891 20
19 101 24
19 551 3
19 875 50
19 659 14
19 878 27
19 307 1
19 564 19
19 174 28
19 981 5
19 945 46
19 381 20
19 926 21
19 255 8
19 835 23
19 958 50
19 741 32
19 175 24
19 859 48
19 764 32
19 714 21
19 618 44
19 938 37
19 650 36
19 834 47
19 799 29
19 84 11
19 519 1
19 934 49
20 530 38
20 413 38
20 79 18
20 122 20
20 124 18
20 119 42
20 730 16
20 975 20
20 577 21
20 407 32
20 835 27
20 789 39
20 840 3
20 584 25
20 841 18
20 83 32
20 737 50
20 559 12
20 42 20
20 480 27
20 621 47
20 535 46
20 654 1
20 618 8
20 728 17
20 30 12
20 570 35
20 722 3
20 183 33
20 531 10
20 166 42
20 359 8
20 449 28
20 638 23
20 237 42
20 47 5
20 820 37
20 972 27
20 242 38
20 305 10
20 401 26
20 307 42
20 617 7
20 606 35
20 315 48
20 394 18
20 117 29
20 870 29
20 697 34
20 806 23
20 73 22
20 212 32
20 349 1
20 296 27
20 288 25
20 945 9
20 157 26
20 452 26
20 954 12
20 568 8
20 718 2
20 219 1
20 933 9
20 228 11
20 609 23
20 681 6
20 260 30
20 619 39
20 796 16
20 682 44
20 272 25
20 426 10
20 683 49
20 222 17
20 704 8
20 37 25
20 865 4
20 526 10
20 858 25
20 998 23
20 689 49
20 408 29
20 302 19
20 588 50
20 213 28
20 850 50
20 123 5
20 339 12
20 626 39
20 220 46
20 997 10
20 132 42
20 629 25
20 510 9
20 894 50
20 692 35
20 844 27
21 128 49
21 67 19
21 370 6
21 754 6
21 138 17
21 112 23
21 51 5
21 458 28
21 484 50
21 935 40
21 92 19
21 634 48
21 136 44
21 597 32
21 373 41
21 344 9
21 457 22
21 673 47
21 60 29
21 48 31
21 275 49
21 341 44
21 713 44
21 963 26
21 116 47
21 285 3
21 121 40
21 740 20
21 486 30
21 523 39
21 234 50
21 808 34
21 101 45
21 752 40
21 748 12
21 369 29
21 645 12
21 623 35
21 186 21
21 684 3
21 469 48
21 342 29
21 274 39
21 391 24
21 815 15
21 100 25
21 61 26
21 368 18
21 359 2
21 688 23
21 965 22
21 326 42
21 995 5
21 497 21
21 43 14
21 268 12
21 804 38
21 783 38
21 540 14
21 109 37
21 240 17
21 248 15
21 709 3
21 154 21
21 287 22
21 964 19
21 851 22
21 663 42
21 450 34
21 615 5
21 747 29
21 697 8
21 57 27
21 842 4
21 633 21
21 980 19
21 329 9
21 802 22
21 390 9
21 398 27
21 115 20
21 685 32
21 712 33
21 730 46
21 678 24
21 56 9
21 177 18
21 693 4
21 55 31
21 760 43
21 992 34
21 905 7
21 909 31
21 777 3
21 739 32
22 900 48
22 183 16
22 911 46
22 362 6
22 231 41
22 684 32
22 761 44
22 326 41
22 965 45
22 463 4
22 296 12
22 436 3
22 830 30
22 641 30
22 313 15
22 886 29
22 419 11
22 746 9
22 871 20
22 508 18
22 47 34
22 363 30
22 678 2
22 680 47
22 633 41
22 695 18
22 307 27
22 30 9
22 286 5
22 824 5
22 818 19
22 117 30
22 691 29
22 755 48
22 530 25
22 932 6
22 431 22
22 710 4
22 346 42
22 673 41
22 493 18
22 811 23
22 645 39
22 235 41
22 173 1
22 861 21
22 618 8
22 218 17
22 127 39
22 468 24
22 236 3
22 627 36
22 35 2
22 411 18
22 237 34
22 498 50
22 256 21
22 329 45
22 83 49
22 159 49
22 444 31
22 657 4
22 143 49
22 735 6
22 776 38
22 914 29
22 944 5
22 147 45
22 698 4
22 343 13
22 687 1
22 969 2
22 424 7
22 779 44
22 139 1
22 163 7
22 529 4
22 325 49
22 595 28
22 225 3
22 619 8
22 543 20
22 264 7
22 933 29
22 675 47
22 302 23
22 457 25
22 943 1
22 804 29
22 991 49
22 252 49
22 762 36
22 126 4
22 93 26
22 260 24
23 916 36
23 510 23
23 596 9
23 463 8
23 263 13
23 288 42
23 889 29
23 528 48
23 600 21
23 490 25
23 545 7
23 464 32
23 758 11
23 646 21
23 373 23
23 982 15
23 551 10
23 470 5
23 326 34
23 898 44
23 444 1
23 839 50
23 557 39
23 69 6
23 584 49
23 761 24
23 90 38
23 145 1
23 394 50
23 809 47
23 420 5
23 391 26
23 785 3
23 175 25
23 650 48
23 786 40
23 162 11
23 364 40
23 717 13
23 359 4
23 693 44
23 156 34
23 720 27
23 116 49
23 808 39
23 724 3
23 995 12
23 663 39
23 313 38
23 78 42
23 356 22
23 850 33
23 859 12
23 970 32
23 660 12
23 688 29
23 445 49
23 455 1
23 474 25
23 383 28
23 775 1
23 221 13
23 140 42
23 198 17
23 835 38
23 865 27
23 137 50
23 841 37
23 866 44
23 802 24
23 817 46
23 869 38
23 429 14
23 377 23
23 765 38
23 544 20
23 611 29
23 395 16
23 123 32
23 999 44
23 641 43
23 971 28
23 823 30
23 484 30
23 954 17
23 124 47
23 276 48
23 68 43
23 115 5
23 754 31
23 101 14
23 367 7
23 831 3
23 60 31
24 507 8
24 410 30
24 153 40
24 724 26
24 791 15
24 465 4
24 832 17
24 513 5
24 368 33
24 974 31
24 443 31
24 982 42
24 149 32
24 604 31
24 272 1
24 522 23
24 833 27
24 39 11
24 247 45
24 561 31
24 372 3
24 406 4
24 114 5
24 416 45
24 290 47
24 58 2
24 89 15
24 954 18
24 556 47
24 239 31
24 903 12
24 133 3
24 80 2
24 770 30
24 547 11
24 384 47
24 784 3
24 722 24
24 678 37
24 824 32
24 776 29
24 426 46
24 375 16
24 590 35
24 354 2
24 385 23
24 773 30
24 583 27
24 146 6
24 735 30
24 825 35
24 397 14
24 676 33
24 281 25
24 453 37
24 679 4
24 430 3
24 759 23
24 434 24
24 540 15
24 107 5
24 728 50
24 661 4
24 790 38
24 518 23
24 79 33
24 124 43
24 717 34
24 92 30
24 769 6
24 343 12
24 125 2
24 933 4
24 400 6
24 615 1
24 389 40
24 925 9
24 93 48
24 533 37
24 417 18
24 803 25
24 175 34
24 192 6
24 617 16
24 321 25
24 393 16
24 963 4
24 259 14
24 714 4
24 138 41
24 536 17
24 990 49
24 530 11
24 450 32
24 764 49
25 781 33
25 311 15
25 85 3
25 259 39
25 711 5
25 632 27
25 999 24
25 802 1
25 106 43
25 208 35
25 578 49
25 133 29
25 791 44
25 732 34
25 287 27
25 281 5
25 134 17
25 963 10
25 402 27
25 522 42
25 871 36
25 426 27
25 442 1
25 111 33
25 875 38
25 501 17
25 848 29
25 339 37
25 260 32
25 457 23
25 604 19
25 295 43
25 934 18
25 153 31
25 820 9
25 145 44
25 865 17
25 36 20
25 868 12
25 887 45
25 751 22
25 640 38
25 91 49
25 320 17
25 226 17
25 876 8
25 257 17
25 813 5
25 77 45
25 538 4
25 225 19
25 600 42
25 407 42
25 525 29
